>MG058251.1.<1.>579;root_1;Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Latridiidae_196999;Melanophthalma_433122;Melanophthalma_inermis_1895307	Query5	Eukaryota_Arthropoda_Insecta_Diptera	85.911	582	77	5	1	579	10	589	2.96e-177	616
>EF219324.1.<1.>494;root_1;Eukaryota_2759;Arthropoda_6656;Malacostraca_6681;Decapoda_6683;Penaeidae_6685;Penaeus_133894;Penaeus_kerathurus_71411	Query6	Eukaryota_Arthropoda_Malacostraca_Anaspidacea	84.265	483	74	2	1	482	13	494	2.07e-133	470
>KJ819108.1.1.>726;root_1;Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Veliidae_95677;Microvelia_95679;Microvelia_douglasi_1511279	Query7	Eukaryota_Arthropoda_Insecta_Hemiptera	84.013	638	91	9	62	698	12	639	2.91e-173	603
>MG767843.1.<1.1536;root_1;Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Geometridae_82593;Cleora_344209;Cleora_occidens_2484304	Query8	Eukaryota_Arthropoda_Insecta_Mantodea	80.601	1397	220	42	130	1512	22	1381	0.0	1031
>KR919369.1.<1.>519;root_1;Eukaryota_2759;Arthropoda_6656;Insecta_50557;Trichoptera_30263;Hydroptilidae_57995;Hydroptila_599788;Hydroptila_consimilis_691722	Query9	Eukaryota_Arthropoda_Insecta_Trichoptera	83.716	522	79	5	1	519	14	532	6.00e-139	488
>KR718317.1.<1.>590;root_1;Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Simuliidae_7190;Prosimulium_13645;Prosimulium_mixtum_994300	Query10	Eukaryota_Arthropoda_Insecta_Ephemeroptera	83.904	584	94	0	6	589	2	585	5.15e-160	558
>KR523442.1.<1.>564;root_1;Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Sphaeroceridae_114620;Leptocera_1614654;Leptocera_erythrocera_1614655	Query11	Eukaryota_Arthropoda_Insecta_Diptera	92.035	565	43	2	1	564	2	565	0.0	797
>MF887550.1.<1.>564;root_1;Eukaryota_2759;Arthropoda_6656;Insecta_50557;Diptera_7147;Mycetophilidae_29035;Boletina_397111;Boletina_dissipata_2211616	Query12	Eukaryota_Arthropoda_Insecta_Diptera	87.302	567	66	5	1	564	23	586	0.0	643
>HQ644307.1.<1.>691;root_1;Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hymenoptera_7399;Cephidae_27524;Cephus_173784;Cephus_pygmeus_222802	Query13	Eukaryota_Arthropoda_Insecta_Phasmatodea	81.651	327	58	2	366	690	7	333	3.18e-73	270
>FJ663987.1.<1.>540;root_1;Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Lycaenidae_27544;Polyommatus_265382;Polyommatus_erotides_575433	Query14	Eukaryota_Arthropoda_Insecta_Lepidoptera	89.444	540	57	0	1	540	37	576	0.0	682
>MG469351.1.<1.>567;root_1;Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Prodoxidae_28660;Greya_28661;Greya_obscuromaculata_28665	Query15	Eukaryota_Arthropoda_Insecta_Trichoptera	83.187	571	88	7	1	567	11	577	3.02e-147	516
>HQ957263.1.<1.>658;root_1;Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Geometridae_82593;Menophra_704788;Menophra_harterti_2561489	Query16	Eukaryota_Arthropoda_Insecta_Lepidoptera	90.274	658	64	0	1	658	1	658	0.0	861
>KT140624.1.<1.>657;root_1;Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Nymphalidae_33415;Phyciodes_42277;Phyciodes_cocyta_113348	Query17	Eukaryota_Arthropoda_Insecta_Lepidoptera	91.463	656	56	0	2	657	2	657	0.0	902
>KJ634672.1.<1.>655;root_1;Eukaryota_2759;Arthropoda_6656;Insecta_50557;Thysanoptera_30262;Thripidae_45053;Thrips_45057;Thrips_palmi_161013	Query18	Eukaryota_Mollusca_Gastropoda_Epitoniidae_Epitoniidae	74.898	490	107	13	116	594	1	485	6.66e-55	209
>KR483826.1.<1.>556;root_1;Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Staphylinidae_29026;Cadaverota_1587433;Cadaverota_hansseni_1587435	Query19	Eukaryota_Arthropoda_Insecta_Diptera	87.681	552	68	0	1	552	1	552	0.0	643
>AB709127.1.<1.>451;root_1;Eukaryota_2759;Arthropoda_6656;Insecta_50557;Odonata_6961;Libellulidae_6964;Sympetrum_6968;Sympetrum_depressiusculum_1168693	Query20	Eukaryota_Arthropoda_Insecta_Odonata	86.253	451	62	0	1	451	183	633	1.45e-139	490
>MK930629.1.<1.>658;root_1;Eukaryota_2759;Arthropoda_6656;Insecta_50557;Lepidoptera_7088;Zygaenidae_115354;Amesia_2015499;Amesia_aliris_2677978	Query21	Eukaryota_Arthropoda_Insecta_Lepidoptera	89.346	657	70	0	2	658	2	658	0.0	826
>KR032802.1.<1.>658;root_1;Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Aphididae_27482;Rhopalosiphum_40931;Rhopalosiphum_oxyacanthae_1657159	Query22	Eukaryota_Arthropoda_Insecta_Hymenoptera	81.402	656	100	18	14	658	1	645	3.52e-147	516
>JF288876.1.<1.722;root_1;Eukaryota_2759;Arthropoda_6656;Insecta_50557;Odonata_6961;Platycnemididae_126177;Platycnemis_126230;Platycnemis_foliacea_1041950	Query23	Eukaryota_Ascomycota_Lecanoromycetes_Phlyctidaceae_Phlyctidaceae_Phlyctis	72.302	278	66	8	22	295	841	1111	7.80e-15	76.8
>MK256377.1.<571.>1;root_1;Eukaryota_2759;Arthropoda_6656;Insecta_50557;Hemiptera_7524;Aleyrodidae_7036;Bemisia_7037;Bemisia_tabaci_7038	Query24	Eukaryota_Xanthophyceae_Xanthophyceae_Botrydiales_Botrydiaceae_Botrydium_Botrydium_granulatum	81.871	171	31	0	108	278	769	939	1.65e-35	145
>KC016709.1.<1.>636;root_1;Eukaryota_2759;Arthropoda_6656;Insecta_50557;Coleoptera_7041;Dytiscidae_50515;Colymbetes_107792;Colymbetes_dolabratus_1267232	Query25	Eukaryota_Arthropoda_Insecta_Plecoptera	84.554	628	97	0	6	633	4	631	1.95e-179	623
